Time (sec)	T1 (C)	T2 (C)	T3 (C)	T4 (C)	P1 (kPa)	P2 (kPa)	P3 (kPa)	P4 (kPa)	Fuel Flow  (L/hr)	RPM	Thrust (N)
336.344	20.013	163.773	788.038	343.812	5.828	187.654	185.810	25.060	23.028	75999.361	68.075
336.545	20.030	164.087	787.946	343.281	5.813	187.543	185.856	24.719	23.028	75999.175	68.585
336.744	20.070	164.153	787.965	343.825	5.802	187.699	185.970	24.720	23.104	75998.278	67.938
336.944	20.032	164.303	788.748	343.442	5.828	187.687	185.866	24.812	23.103	75997.049	68.410
337.144	20.080	164.298	788.578	343.624	5.824	187.771	186.050	25.264	23.104	75991.081	68.311
337.344	20.026	164.525	789.054	343.604	5.795	188.207	186.192	25.109	23.142	75990.863	68.295
337.544	19.987	164.560	789.941	343.874	5.817	188.461	186.369	25.126	23.142	75986.974	67.779
337.744	20.074	164.788	790.320	342.997	5.812	188.351	186.464	24.793	23.142	75997.857	69.249
337.946	20.061	164.841	790.522	343.520	5.810	188.299	186.363	24.986	23.143	75996.669	68.662
338.146	20.073	165.029	790.906	343.384	5.821	188.449	186.435	25.047	23.142	76009.250	68.744
338.345	19.980	165.034	791.647	343.537	5.833	188.176	186.209	24.699	23.142	76008.732	67.357
338.545	20.021	165.092	791.636	343.649	5.832	187.850	185.946	24.862	23.067	76008.425	67.472
338.745	20.125	165.309	791.661	343.073	5.797	187.764	185.895	24.539	23.067	76019.607	68.947
338.945	20.014	165.461	791.516	343.776	5.809	187.719	185.910	24.731	23.070	76019.534	69.106
339.145	20.062	165.478	790.811	343.948	5.810	187.674	185.838	24.806	23.105	76017.489	69.178
339.345	19.982	165.644	791.201	344.014	5.789	187.681	185.833	24.757	23.104	76004.439	68.569
339.545	20.026	165.568	790.682	344.480	5.788	187.597	185.712	24.802	23.104	76004.043	68.081
339.745	20.006	165.825	791.018	344.694	5.790	187.561	185.596	24.740	23.104	75993.822	68.410
339.945	20.047	165.847	791.024	344.469	5.824	187.447	185.617	25.007	23.104	75995.512	68.426
340.145	19.968	166.056	791.477	344.326	5.808	187.637	185.824	24.772	23.104	75993.515	68.838
340.345	19.944	165.985	791.661	344.524	5.847	188.004	186.077	25.099	23.104	75976.196	68.174
340.545	19.956	166.071	791.916	344.726	5.841	188.118	186.193	24.795	23.104	75976.527	68.443
340.745	19.970	166.133	791.376	344.385	5.854	187.967	186.012	24.670	23.163	75981.929	67.988
340.945	19.941	166.411	791.790	344.452	5.837	187.806	185.843	25.203	23.217	75987.855	67.565
341.145	20.094	166.498	791.760	344.468	5.866	187.517	185.812	25.075	23.217	75992.569	69.518
341.345	19.950	166.557	791.265	344.639	5.843	187.535	185.676	25.211	23.170	75984.936	67.571
341.546	19.939	166.641	790.022	344.478	5.826	187.522	185.709	24.940	23.141	75984.379	68.481
341.746	20.011	166.596	790.205	344.705	5.827	187.422	185.662	24.858	23.142	75985.705	67.373
341.946	20.028	166.838	789.454	344.298	5.831	187.597	185.642	24.884	23.114	75980.392	68.838
342.146	20.048	166.846	789.435	344.659	5.825	187.469	185.606	24.850	23.104	75977.199	67.675
342.346	19.954	166.939	789.742	345.228	5.828	187.394	185.561	24.858	23.104	75966.154	67.960
342.547	19.932	167.101	789.577	345.489	5.836	187.254	185.502	25.336	23.070	75965.822	68.563
342.746	20.035	167.184	790.267	345.335	5.806	187.398	185.513	24.689	23.067	75969.938	68.783
342.946	19.937	167.360	789.745	345.128	5.824	187.331	185.485	25.265	23.067	75956.354	67.894
343.148	19.927	167.408	789.809	345.433	5.828	187.257	185.381	24.866	22.953	75958.747	68.925
343.347	20.002	167.465	789.719	345.383	5.832	187.289	185.447	24.823	22.952	75956.306	69.424
343.548	20.052	167.461	789.847	345.750	5.823	187.101	185.392	24.991	22.952	75949.716	68.021
343.748	20.036	167.503	789.972	345.548	5.820	187.327	185.366	24.800	22.991	75949.975	68.136
343.948	20.018	167.590	790.176	345.460	5.815	187.252	185.421	25.352	22.991	75940.886	67.692
344.148	20.037	167.751	790.520	345.759	5.828	187.095	185.284	24.813	22.991	75946.862	69.216
344.347	20.076	167.738	790.002	346.002	5.821	187.240	185.422	25.079	23.029	75944.671	67.856
344.547	19.909	167.893	790.296	345.540	5.822	187.291	185.580	24.743	23.029	75935.631	68.871
344.747	20.043	167.836	790.563	345.738	5.814	187.842	185.861	24.646	23.029	75939.649	68.289
344.947	19.990	167.983	791.113	346.194	5.862	187.675	185.960	24.742	23.066	75937.418	68.361
345.147	19.945	168.091	791.684	346.674	5.850	187.574	185.955	24.524	23.066	75939.682	68.860
345.347	20.022	168.120	792.754	346.178	5.817	187.719	185.915	24.614	23.067	75942.601	68.350
345.547	20.052	168.326	792.926	345.974	5.840	187.432	185.693	24.927	23.067	75961.650	69.013
345.747	19.958	168.423	793.714	346.681	5.833	187.526	185.732	24.935	23.066	75958.602	68.712
345.947	20.028	168.328	794.222	346.918	5.830	187.343	185.464	24.638	23.067	75960.874	68.333
346.147	20.078	168.393	794.118	347.162	5.820	187.353	185.621	25.038	23.067	75964.092	68.010
346.348	19.951	168.608	794.968	347.380	5.796	187.571	185.684	24.922	23.067	75962.709	69.057
346.548	19.961	168.556	794.849	347.032	5.816	187.683	185.710	25.279	23.067	75960.785	68.426
346.747	19.934	168.672	794.891	346.819	5.824	187.391	185.617	24.909	23.066	75961.359	68.163
346.947	20.051	168.682	794.027	346.951	5.833	187.367	185.586	25.066	23.067	75965.232	68.914
347.147	19.926	168.777	793.856	346.921	5.839	187.429	185.469	24.566	23.055	75963.874	68.399
347.348	19.945	168.779	793.329	346.583	5.817	187.407	185.540	24.996	23.028	75963.704	68.108
347.547	20.029	168.834	793.050	346.286	5.822	187.226	185.377	24.412	23.029	75969.760	68.574
347.747	19.991	168.887	792.794	346.659	5.806	187.064	185.401	24.557	23.016	75964.464	68.114
347.948	20.056	168.893	792.437	347.240	5.815	187.254	185.453	24.658	22.991	75965.547	67.949
348.148	19.941	169.054	792.217	347.279	5.842	187.056	185.325	24.798	22.991	75959.362	68.794
348.348	20.074	169.062	791.863	346.778	5.835	187.168	185.391	24.842	22.991	75961.828	68.920
348.548	19.951	169.211	791.665	346.727	5.834	187.235	185.411	24.967	22.990	75958.990	68.871
348.748	20.034	169.167	791.613	347.976	5.829	187.795	185.773	25.087	22.991	75950.937	68.119
348.948	19.940	169.313	791.401	347.087	5.849	187.949	186.038	25.012	22.941	75952.036	69.046
349.148	20.017	169.395	792.012	346.812	5.857	187.512	185.614	24.745	22.915	75964.836	68.980
349.348	19.972	169.431	791.217	347.087	5.841	187.531	185.591	24.344	22.914	75965.693	68.816
349.548	20.027	169.419	791.074	347.273	5.852	187.472	185.714	24.598	23.015	75966.024	67.801
349.748	20.017	169.368	791.016	347.372	5.837	187.356	185.528	24.789	23.029	75970.407	67.872
349.948	20.083	169.577	791.241	347.556	5.845	187.349	185.553	24.744	23.029	75973.649	69.095
350.148	20.089	169.483	790.642	346.912	5.835	187.028	185.176	24.929	22.953	75969.816	68.004
350.350	20.049	169.604	790.981	348.172	5.823	186.538	184.725	24.610	22.952	75962.257	67.417
350.549	20.096	169.673	790.342	348.072	5.807	185.832	184.180	24.742	22.953	75965.669	67.631
350.749	20.039	169.665	790.931	347.981	5.927	181.099	178.906	24.281	22.915	75932.275	64.675
350.951	20.013	169.731	789.349	347.433	5.727	164.692	162.551	21.956	22.915	75934.305	57.574
351.150	19.997	169.614	786.372	346.938	5.273	150.068	147.945	17.956	22.914	75931.297	50.297
351.350	19.974	169.651	779.695	346.048	4.834	136.144	134.177	15.259	17.615	75425.895	47.923
351.551	20.093	169.239	771.081	345.037	4.354	122.941	120.994	13.974	17.615	75427.787	44.775
351.751	20.038	169.084	760.869	344.671	3.922	111.819	109.982	12.806	14.286	74201.132	40.053
351.951	19.995	168.821	749.871	343.147	3.596	102.977	101.253	11.910	10.045	73621.877	37.251
352.151	19.966	168.402	738.988	342.174	3.324	95.816	94.387	11.033	10.043	73617.381	33.347
352.351	20.107	167.964	727.486	340.413	3.084	89.095	87.787	10.407	10.154	70884.086	31.307
352.551	20.137	167.379	717.070	339.255	2.863	82.994	81.834	9.816	10.158	70883.431	28.982
352.752	20.107	166.786	706.650	337.888	2.680	77.416	76.273	9.216	10.156	70191.892	26.815
352.952	20.202	166.220	696.729	336.905	2.491	72.446	71.489	8.836	10.611	67725.928	26.980
353.152	20.149	165.628	686.936	336.126	2.296	68.580	67.698	8.446	10.611	67720.737	26.563
353.352	20.185	164.957	677.570	334.855	2.132	65.853	64.987	8.062	11.678	64552.707	26.300
353.552	20.240	164.250	668.803	333.453	2.052	63.281	62.492	8.025	14.963	64421.172	25.456
353.752	20.300	163.472	660.363	332.378	1.961	61.102	60.259	7.692	14.963	64422.716	24.156
353.952	20.280	162.748	653.395	332.101	1.903	59.305	58.516	7.597	13.426	61263.605	22.900
354.153	20.263	162.079	646.196	330.889	1.820	57.911	57.133	7.318	13.225	61264.025	23.624
354.352	20.378	161.375	639.660	330.569	1.776	56.291	55.557	7.080	13.225	59803.553	22.878
354.554	20.372	160.560	633.539	329.962	1.715	55.063	54.363	7.021	12.544	58423.685	22.209
354.753	20.380	159.650	628.437	329.607	1.685	53.798	53.154	6.925	12.544	58421.308	20.613
354.954	20.414	158.893	623.385	328.442	1.650	52.822	52.182	6.796	12.418	55919.259	20.487
355.154	20.503	158.153	618.536	328.560	1.611	51.976	51.314	6.729	11.370	55916.138	20.794
355.353	20.477	157.451	614.509	327.424	1.571	51.158	50.568	6.583	11.370	55756.950	20.729
355.555	20.442	156.496	611.186	327.378	1.555	50.019	49.475	6.420	11.341	53750.632	19.040
355.754	20.548	155.870	607.145	327.100	1.529	49.236	48.645	6.366	11.332	53754.319	19.714
355.954	20.505	155.040	603.825	326.530	1.509	48.432	47.919	6.225	11.331	52274.854	18.573
356.154	20.506	154.439	600.530	326.332	1.476	47.840	47.337	6.170	11.180	51892.352	18.694
356.354	20.594	153.706	598.182	325.771	1.449	47.187	46.623	6.020	11.180	51896.783	18.930
356.554	20.671	152.848	594.593	325.692	1.428	46.717	46.234	6.005	11.179	50293.852	17.932
356.756	20.620	152.114	592.554	325.472	1.418	46.308	45.841	5.985	10.915	50288.678	17.378
356.955	20.692	151.411	590.106	325.175	1.399	45.987	45.586	5.923	10.915	49920.261	17.871
357.156	20.682	150.820	588.277	325.393	1.364	45.871	45.391	5.880	11.146	48929.744	18.749
357.355	20.664	150.088	586.789	325.044	1.383	45.521	45.029	5.772	11.331	48925.240	17.669
357.555	20.802	149.387	584.866	324.615	1.387	45.101	44.647	5.725	11.332	47824.380	17.499
357.756	20.818	148.738	583.779	324.724	1.368	44.902	44.512	5.714	11.181	47800.026	17.334
357.956	20.851	147.963	582.052	324.472	1.337	44.748	44.241	5.713	11.180	47799.226	17.027
358.155	20.874	147.293	580.753	324.251	1.312	44.607	44.131	5.744	11.180	46866.625	17.394
358.356	20.796	146.700	580.273	324.041	1.325	44.435	43.971	5.679	11.407	46864.887	17.312
358.556	20.830	146.029	579.230	324.146	1.317	44.283	43.837	5.692	11.407	46439.863	17.592
358.757	20.836	145.263	577.968	323.645	1.301	44.227	43.785	5.605	11.437	46103.505	17.334
358.956	20.805	144.675	577.025	324.618	1.310	43.811	43.353	5.516	11.483	46096.722	16.654
359.157	20.904	144.028	576.127	323.839	1.290	44.111	43.607	5.640	11.483	45485.108	17.312
359.356	20.843	143.478	575.771	324.003	1.296	44.028	43.592	5.472	11.409	45480.532	17.126
359.556	20.860	142.805	575.237	324.060	1.295	43.943	43.517	5.568	11.406	45437.283	16.698
359.757	20.969	142.200	574.993	323.566	1.306	43.697	43.276	5.602	11.407	44987.493	17.126
359.956	21.023	141.580	574.381	323.645	1.297	43.846	43.481	5.551	11.446	44987.485	16.841
360.156	20.928	140.971	574.737	323.842	1.292	43.993	43.613	5.345	11.445	44663.005	16.440
360.356	21.052	140.361	574.304	323.455	1.305	43.629	43.144	5.555	11.503	44596.202	16.314
360.556	21.024	139.754	573.947	323.369	1.470	36.935	36.404	4.915	11.749	44594.148	14.702
360.756	20.993	139.344	572.907	323.069	1.392	32.698	32.075	4.416	11.748	44253.077	14.493
360.956	21.084	138.649	567.910	322.619	1.263	29.236	28.676	3.931	11.748	44253.990	12.344
361.156	20.966	138.167	562.669	321.518	1.152	26.300	25.845	3.465	2.743	43895.858	11.708
361.357	21.007	137.487	555.247	320.258	1.055	23.927	23.459	3.139	2.738	43121.184	9.942
361.557	21.071	136.942	547.627	319.111	0.977	21.909	21.467	2.798	2.737	43120.246	9.547
361.757	21.145	136.418	539.686	318.079	0.871	19.946	19.522	2.484	2.737	41221.014	9.070
361.957	21.078	135.921	533.010	317.088	0.807	18.452	18.067	2.309	-0.210	41210.260	8.659
362.158	21.093	135.188	525.057	316.158	0.751	17.011	16.665	2.072	-0.213	41206.476	6.953
362.358	21.045	134.636	517.693	315.272	0.700	15.752	15.449	1.909	-0.214	38888.882	6.964
362.558	21.112	134.169	510.383	314.183	0.649	14.592	14.330	1.755	-0.213	38890.596	6.920
362.757	21.120	133.522	503.886	312.891	0.608	13.551	13.294	1.602	-0.214	37497.986	5.440
362.957	21.107	133.074	497.343	312.113	0.564	12.662	12.411	1.483	-0.214	36418.221	6.076
363.158	21.218	132.416	490.091	310.884	0.525	11.817	11.604	1.369	-0.214	36417.671	4.996
363.359	21.236	131.918	484.503	310.092	0.488	11.078	10.854	1.243	-0.214	33959.203	5.007
363.559	21.266	131.347	478.443	309.246	0.454	10.395	10.212	1.174	-0.214	33952.403	4.129
363.759	21.149	130.925	472.257	308.560	0.436	9.782	9.616	1.080	-0.214	33672.248	4.475
363.958	21.166	130.370	466.586	307.393	0.414	9.258	9.100	0.992	-0.214	31583.644	3.910
364.158	21.182	129.771	461.496	306.815	0.400	8.759	8.598	0.927	-0.214	31581.364	3.630
364.358	21.258	129.313	455.693	305.188	0.377	8.296	8.123	0.869	-0.214	29712.710	3.268
364.560	21.265	128.942	450.516	304.282	0.360	7.847	7.681	0.818	-0.214	29361.944	4.173
364.760	21.407	128.386	446.055	303.817	0.343	7.437	7.292	0.765	-0.214	29364.354	3.498
364.959	21.389	128.016	440.811	303.299	0.330	7.020	6.901	0.710	-0.214	27304.292	4.113
365.159	21.464	127.426	436.836	302.171	0.317	6.703	6.601	0.680	-0.214	27303.055	2.934
365.359	21.358	127.032	432.092	301.223	0.294	6.383	6.274	0.631	-0.214	26685.329	2.884
365.559	21.422	126.537	427.848	300.264	0.281	6.079	5.970	0.597	-0.214	25406.951	2.298
365.759	21.567	126.070	423.413	299.327	0.272	5.820	5.702	0.561	-0.214	25409.741	2.627
365.959	21.511	125.637	418.765	299.090	0.254	5.538	5.430	0.522	-0.214	23714.069	2.802
366.160	21.545	125.097	414.543	298.344	0.245	5.278	5.191	0.494	-0.214	23684.808	2.347
366.359	21.529	124.800	410.670	297.254	0.233	5.062	4.962	0.473	-0.214	23687.023	2.572
366.559	21.487	124.399	406.836	296.224	0.226	4.857	4.748	0.447	-0.214	22125.248	2.681
366.759	21.647	123.971	403.131	295.803	0.219	4.651	4.565	0.427	-0.214	22128.029	2.374
366.959	21.582	123.618	399.834	294.732	0.210	4.472	4.371	0.401	-0.214	21335.324	2.862
367.160	21.603	123.242	396.124	294.422	0.196	4.292	4.209	0.391	-0.214	20713.184	2.489
367.360	21.658	122.724	392.826	294.312	0.194	4.122	4.042	0.363	-0.214	20711.462	1.343
367.560	21.687	122.339	389.289	293.480	0.187	3.969	3.896	0.344	-0.214	19434.224	1.206
367.760	21.728	121.990	385.648	293.023	0.180	3.815	3.747	0.331	-0.214	19432.316	1.486
367.960	21.768	121.643	382.582	291.255	0.173	3.683	3.606	0.315	-0.214	19191.763	1.256
368.160	21.809	121.411	379.711	291.240	0.170	3.573	3.489	0.298	-0.214	18279.991	2.522
368.360	21.901	120.891	376.545	290.109	0.164	3.419	3.375	0.284	-0.214	18279.733	1.864
368.561	21.938	120.554	373.898	289.584	0.157	3.292	3.241	0.272	-0.214	17425.732	1.760
368.761	21.964	120.215	370.642	288.920	0.149	3.191	3.126	0.262	-0.214	17243.743	2.095
368.961	21.969	119.935	367.916	288.433	0.147	3.075	3.014	0.257	-0.214	17243.363	2.111
369.161	21.981	119.522	364.959	287.674	0.141	2.971	2.921	0.241	-0.214	16293.767	1.409
369.361	22.012	119.238	362.026	286.870	0.136	2.866	2.810	0.228	-0.214	16296.516	2.325
369.561	22.095	118.969	359.576	285.998	0.133	2.794	2.731	0.216	-0.214	16008.226	1.979
369.761	22.115	118.563	356.783	285.673	0.128	2.697	2.646	0.210	-0.214	15433.313	1.321
369.962	22.127	118.147	354.025	284.637	0.124	2.610	2.569	0.203	-0.214	15430.572	1.042
370.162	22.151	117.883	351.442	284.002	0.122	2.522	2.487	0.198	-0.214	14654.483	2.084
370.362	22.197	117.586	349.631	283.736	0.118	2.452	2.418	0.191	-0.214	14652.017	1.809
